ID,Activities,TUCASEID,Info,Coord,Coord2
3015,ST,712,2,5,1
3016,ST,712,2,5,1
3017,PD,712,2,5,1
3018,ST,712,2,5,1
3019,ST,712,2,5,1
3020,PD,712,2,5,1
3021,PD,712,2,5,1
3022,PC,712,2,5,1
3023,PC,712,2,5,1
3024,PD,712,2,5,1
3025,PC,712,2,5,1
3026,PD,712,2,5,1
3027,ST,712,2,5,1
3028,PC,712,2,5,1
3029,PD,712,2,5,1
3030,PD,712,2,5,1
3031,PC,712,2,5,1
3032,ST,712,2,5,1
3033,PD,712,2,5,1
3034,PC,712,2,5,1
3035,PC,712,2,5,1
3036,PD,712,2,5,1
3037,ST,712,2,5,1
3038,PD,712,2,5,1
3039,PC,712,2,5,1
3040,ST,712,2,5,1
3041,ST,712,2,5,1
3042,ST,712,2,5,1
3043,PC,712,2,5,1
3044,ST,712,2,5,1
3045,PC,712,2,5,1
3046,PC,712,2,5,1
3047,PD,712,2,5,1
3048,ST,712,2,5,1
3049,ST,712,2,5,1
3050,PC,712,2,5,1
3051,ST,712,2,5,1
3052,PC,712,2,5,1
3053,PC,712,2,5,1
3054,PD,712,2,5,1
3055,PC,712,2,5,1
3056,PC,712,2,5,1
3057,PC,712,2,5,1
3058,PC,712,2,5,1
3059,PD,712,2,5,1
3060,PC,712,2,5,1
3061,ST,712,2,5,1
3062,PC,712,2,5,1
3063,ST,712,2,5,1
3064,ST,712,2,5,1
3065,ST,712,2,5,1
3066,PD,712,2,5,1
3067,PD,712,2,5,1
3068,ST,712,2,5,1
3069,PC,712,2,5,1
3070,PD,712,2,5,1
3071,ST,712,2,5,1
3072,ST,712,2,5,1
3073,PD,712,2,5,1
3074,ST,712,2,5,1
3075,PC,712,2,5,1
3076,PD,712,2,5,1
3077,PD,712,2,5,1
3078,ST,712,2,5,1
3079,ST,712,2,5,1
3080,PC,712,2,5,1
3081,ST,712,2,5,1
3082,PD,712,2,5,1
3083,PC,712,2,5,1
3084,PC,712,2,5,1
3085,PD,712,2,5,1
3086,PD,712,2,5,1
3087,PC,712,2,5,1
3088,PD,712,2,5,1
3089,PD,712,2,5,1
